ID,Age,Sex,Ethnicity,University_Degree,Flu_Vaccination_History,Living_Area,Before_Perception
1298,27,Male,White,No,No,Urban,2
1299,47,Male,White,No,No,Urban,2
1300,59,Male,Latino,No,No,Urban,2
1301,53,Male,Latino,No,No,Rural,2
1302,34,Male,White,No,Yes,Urban,1
1303,42,Male,White,No,Yes,Urban,2
1304,28,Male,White,Yes,Yes,Urban,4
1305,64,Female,Black,Yes,Yes,Urban,5
1306,48,Female,Others,No,Yes,Rural,3
1307,29,Female,White,No,No,Urban,1
1308,42,Male,White,No,Yes,Urban,3
1309,43,Female,Asian,Yes,Yes,Urban,5
1310,56,Female,White,Yes,No,Urban,5
1311,30,Male,White,No,Yes,Urban,5
1312,47,Female,White,No,No,Urban,1
1313,20,Male,Latino,No,Yes,Urban,4
1314,48,Female,White,No,Yes,Urban,5
1315,38,Female,Asian,No,Yes,Urban,5
1316,63,Female,Black,No,Yes,Urban,3
1317,52,Male,White,No,Yes,Urban,2
1318,46,Female,White,Yes,No,Urban,2
1319,30,Female,Latino,Yes,Yes,Urban,1
1320,47,Male,White,No,No,Rural,2
1321,23,Female,White,No,No,Rural,2
1322,28,Female,White,No,Yes,Urban,3
1323,28,Female,White,No,No,Urban,1
1324,21,Male,Black,No,Yes,Urban,5
1325,39,Female,White,Yes,No,Urban,2
1326,51,Female,Asian,No,No,Urban,2
1327,47,Female,White,Yes,No,Urban,2
1328,22,Male,Black,No,Yes,Urban,5
1329,48,Female,Black,No,No,Rural,4
1330,45,Male,White,No,Yes,Rural,3
1331,48,Male,White,Yes,No,Urban,4
1332,40,Female,White,Yes,No,Rural,2
1333,20,Female,White,No,Yes,Urban,1
1334,52,Female,White,Yes,Yes,Urban,4
1335,38,Female,White,Yes,Yes,Urban,5
1336,38,Female,White,Yes,Yes,Urban,1
1337,27,Female,Others,No,Yes,Urban,5
1338,29,Female,Latino,No,No,Urban,1
1339,44,Male,White,No,No,Rural,5
1340,54,Male,Latino,No,Yes,Urban,2
1341,29,Female,Latino,Yes,No,Urban,2
1342,40,Male,White,No,Yes,Rural,2
1343,39,Female,White,No,No,Urban,5
1344,40,Male,Latino,Yes,Yes,Urban,5
1345,40,Male,White,No,Yes,Rural,4
1346,32,Female,White,No,No,Urban,5
1347,43,Male,White,Yes,Yes,Urban,5
1348,45,Female,Others,No,No,Urban,5
1349,30,Female,White,Yes,No,Urban,5
1350,52,Female,Asian,No,No,Urban,5
1351,54,Male,White,No,No,Rural,5
1352,61,Female,White,No,Yes,Urban,4
1353,55,Male,Asian,No,No,Urban,3
1354,21,Female,Latino,No,No,Urban,4
1355,31,Male,White,Yes,Yes,Urban,1
1356,64,Male,White,Yes,Yes,Urban,2
1357,54,Male,White,No,No,Urban,4
1358,25,Male,Latino,No,Yes,Urban,3
1359,51,Male,White,No,No,Urban,4
1360,19,Female,White,No,Yes,Urban,5
1361,25,Female,Latino,No,Yes,Rural,5
1362,42,Female,Latino,No,Yes,Rural,3
1363,44,Male,White,No,No,Urban,2
1364,28,Female,White,No,No,Urban,4
1365,34,Male,White,No,No,Urban,1
1366,47,Female,White,No,No,Urban,2
1367,55,Male,White,No,No,Urban,2
1368,27,Female,White,Yes,Yes,Urban,3
1369,51,Male,White,No,No,Urban,1
1370,32,Male,White,No,Yes,Urban,5
1371,39,Female,Others,Yes,No,Urban,3
1372,42,Male,Latino,Yes,Yes,Urban,1
1373,31,Male,Black,No,Yes,Urban,1
1374,42,Female,Black,No,Yes,Urban,1
1375,62,Female,Black,Yes,No,Urban,5
1376,34,Female,White,Yes,No,Urban,4
1377,60,Female,White,No,Yes,Urban,1
1378,19,Male,Latino,No,No,Urban,4
1379,46,Male,Latino,Yes,Yes,Urban,1
1380,38,Male,White,Yes,Yes,Urban,3
1381,19,Male,Latino,No,Yes,Rural,2
1382,49,Female,White,No,No,Rural,2
1383,25,Female,White,No,No,Urban,4
1384,53,Female,Black,No,Yes,Urban,1
1385,44,Male,White,No,No,Urban,3
1386,44,Female,White,Yes,Yes,Urban,4
1387,59,Female,White,No,Yes,Rural,3
1388,40,Male,Latino,No,No,Urban,1
1389,29,Female,Latino,No,Yes,Urban,5
1390,23,Female,Asian,No,Yes,Urban,5
1391,60,Female,Latino,Yes,Yes,Urban,2
1392,41,Male,Black,No,No,Urban,4
1393,54,Male,Latino,No,Yes,Rural,4
1394,42,Female,White,No,Yes,Urban,3
1395,37,Male,White,No,Yes,Urban,5
1396,64,Female,Black,No,Yes,Urban,1
1397,62,Male,White,No,No,Urban,3
1398,54,Male,Latino,No,No,Urban,2
1399,23,Male,Latino,No,No,Rural,2
1400,38,Male,White,No,Yes,Urban,3
1401,48,Female,Latino,No,No,Urban,1
1402,50,Male,Latino,Yes,Yes,Urban,5
1403,34,Female,Black,Yes,No,Urban,1
1404,50,Male,White,No,No,Rural,1
1405,19,Female,Asian,No,Yes,Urban,3
1406,57,Female,Black,No,Yes,Urban,1
1407,50,Male,White,No,Yes,Urban,2
1408,19,Female,White,Yes,Yes,Urban,5
1409,62,Female,White,No,No,Urban,4
1410,31,Female,White,No,Yes,Urban,5
1411,20,Female,White,Yes,No,Rural,2
1412,43,Male,White,No,No,Urban,1
1413,41,Female,Latino,No,Yes,Urban,1
1414,29,Male,White,Yes,No,Urban,2
1415,26,Female,Latino,No,Yes,Urban,1
1416,21,Female,Asian,Yes,Yes,Rural,3
1417,22,Female,Latino,No,No,Rural,1
1418,22,Male,White,No,Yes,Urban,5
1419,29,Male,White,No,Yes,Urban,4
1420,62,Male,White,Yes,Yes,Rural,5
1421,28,Male,Latino,No,Yes,Rural,5
1422,45,Male,White,No,No,Rural,1
1423,44,Male,White,No,No,Rural,5
1424,39,Female,White,No,No,Urban,2
1425,20,Male,White,No,No,Rural,3
1426,38,Female,Black,No,No,Rural,2
1427,28,Female,White,Yes,Yes,Urban,5
1428,45,Female,Others,No,Yes,Urban,5
1429,46,Male,Latino,Yes,No,Urban,4
1430,34,Female,Latino,No,No,Urban,2
1431,27,Female,White,No,Yes,Rural,5
1432,32,Male,Black,Yes,No,Urban,1
1433,61,Female,White,No,Yes,Urban,3
1434,46,Male,White,No,No,Rural,3
1435,21,Male,White,No,Yes,Urban,4
1436,56,Male,Asian,No,No,Rural,4
1437,41,Male,Black,Yes,Yes,Urban,1
1438,62,Female,Asian,No,Yes,Urban,5
1439,41,Male,Black,No,No,Urban,4
1440,31,Female,Latino,No,No,Urban,2
1441,43,Male,White,No,Yes,Urban,3
1442,28,Female,Black,Yes,Yes,Urban,1
1443,20,Female,Black,Yes,No,Urban,4
1444,28,Male,Latino,No,No,Urban,2
1445,64,Female,White,No,Yes,Urban,5
1446,63,Female,Latino,Yes,Yes,Urban,3
1447,23,Male,White,Yes,No,Rural,3
1448,50,Female,White,Yes,Yes,Urban,4
1449,34,Male,Others,Yes,No,Urban,4
1450,57,Female,Black,No,Yes,Urban,5
1451,35,Male,Latino,No,Yes,Urban,5
1452,61,Female,White,Yes,No,Urban,2
1453,64,Male,White,No,No,Urban,4
1454,21,Male,White,No,Yes,Urban,5
1455,53,Female,Asian,No,Yes,Urban,3
1456,56,Female,White,No,Yes,Urban,3
1457,32,Male,Latino,No,Yes,Urban,5
1458,58,Female,Latino,No,Yes,Rural,2
1459,43,Female,White,Yes,No,Urban,2
1460,50,Female,White,Yes,No,Urban,3
1461,45,Male,White,No,Yes,Urban,5
1462,47,Female,White,No,Yes,Rural,4
1463,63,Female,White,Yes,No,Rural,3
1464,45,Male,Latino,No,No,Urban,5
1465,62,Male,White,No,Yes,Urban,1
1466,57,Male,White,Yes,No,Rural,3
1467,51,Female,White,No,Yes,Urban,4
1468,27,Female,Latino,No,Yes,Urban,1
1469,56,Male,Black,No,No,Urban,2
1470,32,Female,Latino,No,No,Urban,1
1471,61,Male,Latino,No,Yes,Urban,1
1472,47,Male,White,No,Yes,Urban,4
1473,45,Male,White,No,No,Urban,2
1474,56,Female,Latino,No,No,Urban,4
1475,43,Female,White,No,Yes,Rural,1
1476,43,Male,White,No,Yes,Rural,3
1477,61,Male,Latino,Yes,No,Urban,1
1478,18,Male,White,No,Yes,Urban,3
1479,39,Female,Latino,No,No,Urban,3
1480,40,Female,Asian,No,Yes,Urban,3
1481,42,Female,Others,Yes,No,Urban,4
1482,25,Female,Latino,No,No,Urban,2
1483,51,Female,White,Yes,Yes,Urban,1
1484,32,Male,White,No,Yes,Urban,2
1485,19,Female,White,Yes,Yes,Urban,5
1486,29,Male,Black,No,No,Urban,5
1487,35,Male,Latino,No,No,Urban,1
1488,24,Female,White,No,Yes,Urban,1
1489,59,Female,Black,No,Yes,Urban,3
1490,44,Female,White,No,Yes,Urban,1
1491,19,Female,Black,No,Yes,Urban,5
1492,52,Male,White,Yes,Yes,Rural,4
1493,63,Female,Black,No,No,Urban,3
1494,30,Male,Asian,Yes,No,Urban,5
1495,21,Female,Asian,Yes,Yes,Urban,3
1496,45,Female,Asian,No,No,Urban,5
1497,40,Male,White,No,Yes,Urban,1
1498,35,Female,White,No,No,Rural,4
1499,38,Male,White,No,Yes,Urban,4
1500,56,Female,White,No,Yes,Rural,5
1501,31,Female,White,No,No,Urban,5
1502,30,Female,Black,No,No,Rural,2
1503,37,Female,White,No,Yes,Urban,5
1504,30,Female,White,No,No,Urban,2
1505,25,Male,White,No,Yes,Urban,1
1506,21,Male,Black,No,Yes,Rural,2
1507,23,Female,Latino,No,Yes,Urban,3
1508,41,Female,White,No,No,Urban,3
1509,41,Female,White,No,Yes,Urban,5
1510,37,Female,Latino,No,No,Rural,4
1511,30,Female,White,No,No,Urban,1
1512,51,Male,Black,No,No,Rural,3
1513,25,Male,Latino,No,Yes,Urban,1
1514,51,Male,Black,No,Yes,Urban,2
1515,64,Male,Latino,No,Yes,Rural,2
1516,22,Female,White,No,No,Rural,2
1517,33,Male,White,Yes,Yes,Urban,4
1518,33,Female,White,No,No,Urban,2
1519,31,Male,White,Yes,Yes,Urban,1
1520,44,Female,White,No,No,Urban,5
1521,59,Male,Latino,Yes,Yes,Urban,1
1522,59,Female,White,No,Yes,Urban,1
1523,48,Female,White,No,Yes,Urban,1
1524,31,Female,White,No,No,Urban,2
1525,48,Female,White,No,No,Urban,4
1526,31,Male,Black,No,No,Urban,5
1527,41,Female,White,No,Yes,Urban,1
1528,52,Male,White,No,No,Urban,1
1529,32,Male,White,No,Yes,Rural,5
1530,37,Male,White,No,Yes,Rural,2
1531,45,Female,White,No,Yes,Urban,3
1532,55,Female,Black,No,Yes,Rural,5
1533,44,Male,Others,No,No,Urban,2
1534,18,Female,Latino,No,No,Urban,5
1535,29,Male,Asian,Yes,No,Urban,3
1536,56,Female,Black,Yes,Yes,Urban,3
1537,44,Female,White,No,No,Urban,1
1538,53,Male,Black,No,No,Urban,1
1539,48,Male,Latino,No,Yes,Urban,2
1540,41,Female,White,No,No,Rural,5
1541,49,Male,Latino,Yes,Yes,Urban,4
1542,37,Female,White,Yes,Yes,Urban,5
1543,40,Male,Asian,No,No,Urban,2
1544,20,Male,White,No,Yes,Urban,5
1545,33,Male,White,No,No,Urban,2
1546,64,Female,White,No,No,Urban,3
1547,19,Female,White,No,Yes,Urban,2
1548,54,Female,Latino,Yes,Yes,Urban,1
1549,38,Male,White,No,Yes,Urban,4
1550,20,Male,Asian,Yes,No,Urban,1
1551,29,Female,Latino,No,Yes,Rural,5
1552,45,Male,Latino,No,No,Rural,5
1553,42,Female,White,No,Yes,Rural,1
1554,33,Female,Latino,No,No,Urban,5
1555,29,Female,Others,Yes,Yes,Rural,3
1556,38,Female,White,Yes,No,Rural,5
1557,62,Female,White,No,No,Urban,5
1558,39,Female,White,No,No,Urban,5
1559,36,Male,White,Yes,Yes,Urban,4
1560,29,Male,White,No,No,Rural,1
1561,29,Female,Black,No,No,Urban,2
1562,40,Male,Latino,Yes,No,Urban,4
1563,59,Female,Latino,No,Yes,Urban,3
1564,52,Male,White,Yes,No,Urban,4
1565,26,Male,White,No,No,Rural,3
1566,38,Female,Black,Yes,No,Rural,3
1567,34,Female,White,No,No,Rural,3
1568,19,Male,White,Yes,Yes,Urban,5
1569,54,Male,Black,No,No,Urban,5
1570,28,Male,White,No,No,Urban,1
1571,38,Male,Black,Yes,Yes,Rural,5
1572,22,Female,White,No,No,Rural,5
1573,51,Male,White,Yes,No,Urban,5
1574,54,Female,White,No,No,Urban,3
1575,49,Female,White,Yes,No,Rural,2
1576,27,Male,White,No,Yes,Rural,2
1577,56,Female,Latino,No,No,Urban,2
1578,30,Male,Latino,No,Yes,Urban,5
1579,19,Male,White,Yes,No,Urban,5
1580,40,Male,Latino,No,Yes,Urban,5
1581,57,Male,White,No,Yes,Rural,3
1582,20,Male,Black,Yes,No,Urban,3
1583,38,Female,Black,No,Yes,Urban,4
1584,27,Female,White,No,No,Urban,4
1585,20,Male,Latino,Yes,Yes,Urban,2
1586,32,Male,White,No,Yes,Urban,3
1587,27,Female,White,Yes,No,Urban,5
1588,64,Female,White,No,No,Urban,3
1589,26,Male,Black,Yes,Yes,Urban,4
1590,33,Male,White,No,No,Urban,5
1591,41,Male,Latino,No,Yes,Rural,1
1592,37,Female,White,Yes,No,Urban,2
1593,47,Male,White,No,Yes,Urban,3
1594,30,Female,Latino,No,No,Urban,4
1595,18,Male,White,Yes,Yes,Urban,3
1596,21,Female,Asian,Yes,No,Urban,4
1597,24,Female,Others,Yes,No,Urban,1
1598,53,Female,White,Yes,No,Urban,3
1599,38,Female,White,No,Yes,Urban,1
1600,47,Male,Asian,No,Yes,Urban,4
1601,56,Female,White,No,No,Urban,3
1602,44,Female,Latino,Yes,No,Rural,5
1603,43,Male,Asian,No,Yes,Urban,3
1604,36,Male,White,Yes,Yes,Urban,2
1605,31,Female,White,No,No,Urban,3
1606,57,Male,White,No,Yes,Urban,5
1607,59,Female,Latino,No,No,Urban,2
1608,48,Male,Latino,Yes,No,Urban,2
1609,24,Female,White,No,No,Urban,3
1610,50,Male,White,No,Yes,Urban,4
1611,26,Female,Latino,Yes,Yes,Urban,4
1612,19,Male,White,Yes,No,Urban,1
1613,53,Male,Asian,No,No,Urban,1
1614,24,Female,White,No,No,Urban,2
1615,22,Female,Others,Yes,No,Rural,4
1616,39,Male,White,No,No,Urban,4
1617,51,Female,White,No,Yes,Urban,3
1618,33,Male,White,No,No,Urban,4
1619,31,Male,White,No,Yes,Rural,3
1620,26,Male,White,No,Yes,Rural,1
1621,23,Male,White,Yes,No,Urban,4
1622,62,Male,White,No,No,Rural,3
1623,54,Male,White,No,No,Urban,4
1624,58,Female,White,Yes,No,Urban,2
1625,19,Female,White,No,No,Urban,3
1626,54,Male,White,Yes,No,Urban,4
1627,61,Female,Others,No,No,Urban,1
1628,59,Female,Latino,Yes,Yes,Urban,3
1629,59,Female,Asian,No,Yes,Urban,1
1630,36,Male,Black,Yes,No,Urban,4
1631,60,Female,Latino,No,No,Urban,4
1632,61,Male,White,No,No,Rural,1
1633,34,Male,White,No,No,Urban,5
1634,18,Female,White,Yes,Yes,Urban,5
1635,21,Male,White,Yes,Yes,Urban,4
1636,54,Female,White,Yes,Yes,Rural,1
1637,47,Female,White,No,Yes,Urban,2
1638,63,Male,Black,Yes,No,Rural,2
1639,47,Male,White,No,No,Urban,4
1640,46,Female,Black,No,Yes,Urban,2
1641,63,Male,White,No,No,Urban,5
1642,38,Female,White,No,Yes,Urban,4
1643,20,Female,Latino,No,No,Rural,1
1644,42,Female,White,No,Yes,Rural,4
1645,20,Female,White,No,Yes,Urban,3
1646,28,Male,Latino,No,No,Urban,5
1647,56,Male,White,Yes,Yes,Urban,3
1648,63,Male,White,No,Yes,Urban,4
1649,54,Male,White,No,No,Urban,5
1650,38,Female,White,No,No,Urban,3
1651,62,Male,Asian,No,Yes,Urban,4
1652,31,Female,White,No,Yes,Urban,4
1653,56,Female,Latino,No,Yes,Urban,2
1654,59,Male,White,Yes,No,Urban,1
1655,48,Female,White,Yes,Yes,Urban,5
1656,57,Male,Black,Yes,No,Urban,2
1657,44,Female,White,Yes,Yes,Urban,2
1658,34,Male,Latino,Yes,No,Rural,4
1659,41,Male,Black,No,Yes,Rural,5
1660,52,Female,Asian,No,No,Urban,5
1661,36,Female,Others,Yes,No,Urban,4
1662,51,Female,White,No,No,Urban,2
1663,20,Male,White,No,Yes,Urban,2
1664,35,Male,White,No,No,Urban,2
1665,48,Male,Latino,Yes,Yes,Urban,4
1666,32,Male,White,No,No,Urban,3
1667,64,Female,Black,No,Yes,Urban,2
1668,43,Male,White,Yes,Yes,Urban,5
1669,58,Female,White,No,Yes,Rural,4
1670,62,Male,White,No,Yes,Urban,4
1671,34,Male,White,No,No,Rural,1
1672,30,Male,White,No,No,Urban,4
1673,35,Female,White,Yes,No,Urban,5
1674,29,Male,Asian,No,Yes,Urban,2
1675,39,Female,Latino,No,No,Urban,1
1676,54,Female,White,Yes,Yes,Urban,4
1677,62,Male,Black,No,Yes,Urban,2
1678,28,Male,White,Yes,Yes,Urban,5
1679,30,Male,Latino,No,Yes,Urban,1
1680,53,Female,White,Yes,Yes,Urban,3
1681,42,Male,Black,No,Yes,Urban,5
1682,36,Female,White,No,No,Urban,5
1683,18,Male,Black,No,Yes,Urban,5
1684,31,Male,Latino,No,Yes,Urban,4
1685,19,Male,White,No,Yes,Rural,3
1686,22,Male,White,Yes,No,Urban,2
1687,24,Female,White,No,Yes,Rural,2
1688,44,Female,White,No,Yes,Urban,5
1689,48,Male,White,No,Yes,Urban,5
1690,58,Male,White,No,No,Urban,3
1691,33,Female,White,No,Yes,Urban,3
1692,41,Female,White,Yes,No,Rural,2
1693,63,Female,White,Yes,No,Urban,4
1694,50,Male,Asian,No,No,Urban,2
1695,51,Female,White,Yes,No,Urban,4
1696,23,Male,White,No,Yes,Urban,1
1697,20,Female,Asian,No,Yes,Urban,1
1698,51,Male,Black,No,No,Urban,5
1699,28,Female,Asian,Yes,Yes,Urban,5
1700,38,Female,White,No,Yes,Urban,4
1701,56,Female,Latino,Yes,No,Urban,3
1702,59,Female,White,No,Yes,Urban,4
1703,41,Male,Black,No,No,Urban,4
1704,64,Female,White,No,No,Rural,4
1705,19,Male,Latino,No,Yes,Urban,5
1706,53,Male,Asian,No,No,Urban,4
1707,47,Male,White,No,No,Urban,4
1708,44,Female,White,No,Yes,Rural,1
1709,24,Male,White,No,Yes,Urban,4
1710,18,Male,White,No,Yes,Urban,5
1711,57,Female,Black,Yes,No,Urban,2
1712,40,Male,Latino,No,Yes,Urban,3
1713,24,Female,White,No,Yes,Urban,2
1714,34,Male,White,No,No,Rural,4
1715,45,Male,White,No,No,Urban,3
1716,37,Male,Black,No,Yes,Urban,5
1717,48,Male,White,No,No,Urban,4
1718,49,Male,Latino,No,No,Rural,5
1719,55,Male,Latino,Yes,No,Urban,2
1720,20,Female,Latino,Yes,No,Urban,5
1721,34,Female,Latino,No,No,Urban,4
1722,60,Male,Latino,No,No,Urban,3
1723,37,Female,Black,No,Yes,Urban,2
1724,48,Male,Black,Yes,Yes,Urban,4
1725,26,Male,White,No,No,Urban,4
1726,40,Male,White,No,No,Urban,5
1727,49,Male,White,No,Yes,Urban,4
1728,41,Female,White,No,Yes,Rural,5
1729,26,Male,White,No,No,Urban,2
1730,47,Male,White,No,Yes,Urban,2
1731,38,Female,White,Yes,No,Urban,5
1732,40,Female,White,No,No,Urban,2
1733,45,Female,White,No,No,Urban,4
1734,63,Female,White,No,Yes,Urban,2
1735,23,Female,Asian,Yes,Yes,Rural,1
1736,37,Male,White,Yes,No,Rural,2
1737,32,Female,White,Yes,Yes,Urban,2
1738,44,Male,Latino,Yes,Yes,Rural,4
1739,52,Male,White,Yes,Yes,Urban,2
1740,38,Female,Black,No,No,Urban,1
1741,57,Male,White,No,No,Urban,5
1742,29,Female,Black,Yes,No,Urban,2
1743,39,Male,White,Yes,No,Urban,4
1744,22,Female,White,Yes,No,Urban,5
1745,18,Male,Black,Yes,Yes,Urban,2
1746,58,Female,White,No,Yes,Urban,3
1747,45,Female,White,Yes,Yes,Urban,5
1748,20,Female,Latino,No,No,Urban,3
1749,49,Male,Black,No,Yes,Urban,3
1750,55,Male,White,Yes,No,Urban,2
1751,29,Female,White,No,No,Rural,4
1752,23,Female,Latino,No,Yes,Urban,2
1753,53,Female,White,No,No,Urban,1
1754,38,Male,White,No,Yes,Urban,2
1755,43,Female,Black,No,Yes,Rural,5
1756,20,Female,Latino,Yes,No,Rural,1
1757,63,Female,White,No,Yes,Urban,5
1758,19,Male,Latino,No,No,Urban,3
1759,60,Female,Latino,No,No,Urban,2
1760,26,Female,White,No,No,Rural,5
1761,55,Male,Others,No,No,Urban,5
1762,58,Female,Latino,No,Yes,Rural,1
1763,34,Female,Latino,Yes,Yes,Urban,2
1764,38,Male,White,No,No,Urban,2
1765,38,Male,Others,No,Yes,Urban,1
1766,60,Male,Latino,No,No,Urban,2
1767,58,Male,White,No,No,Urban,1
1768,52,Female,Black,No,No,Rural,4
1769,51,Female,Black,No,No,Urban,4
1770,20,Male,White,No,No,Urban,5
1771,37,Male,Black,No,No,Rural,1
1772,39,Male,White,No,Yes,Urban,4
1773,41,Female,White,No,No,Urban,2
1774,60,Female,Black,No,Yes,Urban,4
1775,46,Female,Latino,No,Yes,Urban,5
1776,29,Female,White,No,No,Urban,1
1777,52,Male,White,No,Yes,Rural,1
1778,40,Female,Latino,No,No,Urban,2
1779,31,Male,White,Yes,No,Urban,4
1780,48,Male,Latino,Yes,No,Urban,1
1781,56,Female,White,Yes,Yes,Rural,3
1782,41,Male,White,Yes,Yes,Urban,3
1783,57,Female,White,Yes,No,Urban,4
1784,51,Female,White,Yes,No,Urban,3
1785,56,Female,White,No,Yes,Urban,4
1786,33,Male,White,No,Yes,Urban,3
1787,18,Female,White,No,Yes,Rural,4
1788,39,Female,Latino,No,Yes,Rural,3
1789,31,Male,White,No,Yes,Urban,1
1790,52,Male,Others,No,No,Urban,5
1791,31,Female,White,Yes,Yes,Urban,1
1792,20,Female,White,No,Yes,Rural,4
1793,23,Male,White,No,No,Urban,2
1794,62,Female,Latino,Yes,Yes,Urban,4
1795,28,Female,White,No,Yes,Rural,4
1796,54,Male,White,No,Yes,Urban,1
1797,44,Female,Black,No,No,Urban,2
1798,46,Male,White,No,Yes,Urban,2
1799,28,Male,White,Yes,No,Urban,2
1800,19,Female,White,No,Yes,Urban,2
1801,29,Male,White,No,No,Urban,1
1802,41,Female,White,No,Yes,Urban,3
1803,41,Female,White,No,No,Urban,5
1804,50,Female,Latino,No,No,Rural,5
1805,35,Male,White,No,Yes,Urban,4
1806,57,Male,White,No,No,Urban,2
1807,38,Male,White,No,No,Urban,4
1808,39,Male,Black,No,No,Urban,5
1809,36,Female,White,No,Yes,Rural,4
1810,19,Female,Latino,Yes,No,Urban,1
1811,34,Male,White,Yes,No,Rural,2
1812,57,Male,White,No,Yes,Urban,5
1813,21,Female,Latino,No,No,Rural,1
1814,27,Female,White,Yes,Yes,Urban,4
1815,60,Female,White,No,Yes,Urban,4
1816,31,Female,White,Yes,No,Rural,3
1817,31,Male,Others,Yes,No,Urban,2
1818,43,Male,Asian,Yes,No,Urban,2
1819,28,Male,White,Yes,No,Rural,2
1820,42,Male,White,No,Yes,Urban,4
1821,48,Male,White,No,No,Rural,2
1822,48,Female,Latino,Yes,No,Urban,1
1823,48,Male,Asian,No,Yes,Rural,2
1824,60,Female,Latino,No,Yes,Urban,5
1825,53,Female,Asian,No,Yes,Urban,3
1826,42,Male,White,Yes,No,Rural,2
1827,48,Female,Latino,No,No,Urban,2
1828,40,Female,White,Yes,No,Urban,3
1829,59,Male,White,No,No,Urban,1
1830,31,Female,White,No,No,Urban,4
1831,34,Female,White,No,Yes,Rural,4
1832,23,Female,White,No,No,Urban,1
1833,22,Female,Latino,No,No,Urban,3
1834,36,Male,Others,Yes,Yes,Urban,5
1835,55,Female,White,No,No,Rural,4
1836,60,Female,White,Yes,No,Urban,1
1837,29,Female,Latino,Yes,No,Urban,5
1838,52,Female,White,No,Yes,Urban,2
1839,32,Female,White,No,No,Urban,2
1840,53,Female,Others,No,No,Urban,3
1841,39,Male,White,No,No,Urban,5
1842,30,Female,White,Yes,Yes,Urban,5
1843,63,Male,Asian,No,Yes,Urban,2
1844,31,Male,White,Yes,No,Urban,3
1845,23,Female,White,Yes,No,Rural,5
1846,28,Female,White,No,No,Rural,5
1847,47,Female,White,No,Yes,Urban,4
1848,20,Female,White,No,No,Urban,3
1849,26,Female,White,Yes,Yes,Urban,1
1850,32,Female,White,No,No,Urban,5
1851,24,Male,Latino,Yes,Yes,Urban,5
1852,21,Male,White,Yes,Yes,Urban,1
1853,49,Female,Black,No,No,Urban,5
1854,29,Male,Latino,No,No,Urban,1
1855,42,Male,Latino,No,No,Urban,1
1856,49,Female,White,No,Yes,Rural,5
1857,32,Male,White,Yes,Yes,Rural,5
1858,47,Male,White,Yes,Yes,Urban,3
1859,44,Female,White,No,No,Urban,3
1860,25,Male,Asian,No,Yes,Urban,4
1861,44,Male,White,Yes,No,Urban,1
1862,32,Male,White,Yes,Yes,Urban,4
1863,23,Male,White,No,Yes,Urban,4
1864,50,Male,White,Yes,Yes,Urban,5
1865,38,Female,Asian,No,Yes,Urban,1
1866,41,Male,White,No,Yes,Urban,2
1867,40,Female,White,No,No,Urban,4
1868,57,Female,Black,Yes,No,Urban,4
1869,31,Male,White,No,Yes,Urban,4
1870,56,Male,Latino,No,Yes,Rural,1
1871,41,Female,Latino,No,Yes,Rural,1
1872,58,Male,White,Yes,No,Urban,4
1873,48,Male,Others,No,Yes,Urban,5
1874,60,Female,Black,No,Yes,Urban,2
1875,20,Female,White,Yes,No,Urban,1
1876,64,Female,Latino,No,Yes,Urban,3
1877,38,Male,White,No,Yes,Urban,4
1878,37,Male,Others,Yes,No,Urban,2
1879,45,Male,White,No,No,Urban,3
1880,54,Male,White,Yes,No,Urban,2
1881,22,Male,White,Yes,No,Urban,1
1882,33,Male,White,No,Yes,Rural,5
1883,44,Male,White,No,Yes,Urban,2
1884,40,Female,Black,No,Yes,Urban,3
1885,49,Male,White,Yes,No,Rural,5
1886,47,Female,Latino,Yes,Yes,Urban,4
1887,23,Male,White,No,Yes,Urban,5
1888,24,Female,White,No,No,Urban,1
1889,32,Female,White,No,Yes,Urban,2
1890,35,Male,Asian,No,Yes,Urban,5
1891,58,Female,White,No,No,Urban,4
1892,63,Female,White,No,Yes,Rural,3
1893,32,Male,White,No,No,Rural,1
1894,20,Female,White,No,Yes,Urban,3
1895,24,Female,White,No,Yes,Urban,1
1896,60,Female,White,Yes,Yes,Urban,1
1897,51,Female,White,No,No,Urban,4
1898,48,Male,White,Yes,Yes,Urban,2
1899,18,Female,White,No,Yes,Rural,5
1900,23,Male,White,No,Yes,Urban,5
1901,47,Female,White,No,Yes,Urban,1
1902,20,Female,White,No,No,Urban,5
1903,31,Female,White,No,Yes,Urban,4
1904,22,Female,White,Yes,Yes,Rural,5
1905,60,Male,White,No,Yes,Urban,3
1906,40,Male,White,No,No,Urban,4
1907,44,Female,White,Yes,No,Urban,4
1908,21,Female,Black,No,Yes,Rural,5
1909,22,Female,White,No,Yes,Urban,2
1910,29,Female,White,No,Yes,Urban,1
1911,32,Female,White,Yes,No,Urban,5
1912,50,Female,Latino,No,Yes,Urban,5
1913,43,Female,Black,No,No,Urban,1
1914,24,Female,Latino,Yes,Yes,Rural,1
1915,41,Male,White,No,No,Urban,1
1916,37,Male,Others,No,Yes,Urban,5
1917,58,Female,Latino,No,Yes,Urban,5
1918,42,Female,White,No,Yes,Urban,5
1919,37,Female,Others,Yes,No,Urban,2
1920,34,Male,Latino,No,Yes,Urban,4
1921,44,Male,White,Yes,Yes,Urban,4
1922,53,Male,White,Yes,No,Urban,1
1923,52,Male,White,No,Yes,Urban,1
