ID,Group
4140,Control
4141,Control
4142,Control
4143,Emotion
4144,Reason
4145,Control
4146,Control
4147,Control
4148,Emotion
4149,Emotion
4150,Emotion
4151,Reason
4152,Control
4153,Control
4154,Reason
4155,Reason
4156,Control
4157,Control
4158,Reason
4159,Control
4160,Reason
4161,Reason
4162,Control
4163,Control
4164,Control
4165,Reason
4166,Reason
4167,Control
4168,Control
4169,Control
4170,Emotion
4171,Control
4172,Control
4173,Reason
4174,Reason
4175,Reason
4176,Reason
4177,Reason
4178,Reason
4179,Reason
4180,Control
4181,Emotion
4182,Reason
4183,Control
4184,Emotion
4185,Reason
4186,Reason
4187,Control
4188,Control
4189,Reason
4190,Reason
4191,Emotion
4192,Emotion
4193,Control
4194,Emotion
4195,Emotion
4196,Control
4197,Reason
4198,Emotion
4199,Control
4200,Control
4201,Reason
4202,Emotion
4203,Control
4204,Control
4205,Reason
4206,Control
4207,Emotion
4208,Reason
4209,Emotion
4210,Emotion
4211,Emotion
4212,Control
4213,Control
4214,Control
4215,Reason
4216,Emotion
4217,Emotion
4218,Control
4219,Emotion
4220,Control
4221,Control
4222,Control
4223,Emotion
4224,Reason
4225,Reason
4226,Control
4227,Reason
4228,Emotion
4229,Control
4230,Emotion
4231,Reason
4232,Emotion
4233,Emotion
4234,Emotion
4235,Emotion
4236,Emotion
4237,Control
4238,Control
4239,Emotion
4240,Control
4241,Emotion
4242,Emotion
4243,Control
4244,Emotion
4245,Reason
4246,Emotion
4247,Control
4248,Emotion
4249,Emotion
4250,Reason
4251,Control
4252,Control
4253,Control
4254,Emotion
4255,Reason
4256,Reason
4257,Reason
4258,Emotion
4259,Control
4260,Control
4261,Emotion
4262,Control
4263,Reason
4264,Emotion
4265,Control
4266,Reason
4267,Emotion
4268,Control
4269,Control
4270,Control
4271,Reason
4272,Emotion
4273,Emotion
4274,Emotion
4275,Reason
4276,Emotion
4277,Reason
4278,Emotion
4279,Emotion
4280,Control
4281,Reason
4282,Reason
4283,Control
4284,Emotion
4285,Emotion
4286,Reason
4287,Reason
4288,Emotion
4289,Emotion
4290,Emotion
4291,Emotion
4292,Emotion
4293,Control
4294,Control
4295,Emotion
4296,Emotion
4297,Reason
4298,Control
4299,Control
4300,Reason
4301,Reason
4302,Control
4303,Emotion
4304,Emotion
4305,Control
4306,Control
4307,Emotion
4308,Emotion
4309,Emotion
4310,Reason
4311,Reason
4312,Emotion
4313,Reason
4314,Emotion
4315,Control
4316,Control
4317,Emotion
4318,Emotion
4319,Emotion
4320,Reason
4321,Control
4322,Emotion
4323,Reason
4324,Reason
4325,Reason
4326,Control
4327,Emotion
4328,Control
4329,Control
4330,Emotion
4331,Reason
4332,Emotion
4333,Control
4334,Control
4335,Control
4336,Reason
4337,Control
4338,Reason
4339,Reason
4340,Reason
4341,Reason
4342,Control
4343,Control
4344,Emotion
4345,Reason
4346,Emotion
4347,Control
4348,Control
4349,Reason
4350,Reason
4351,Reason
4352,Emotion
4353,Reason
4354,Reason
4355,Reason
4356,Reason
4357,Reason
4358,Reason
4359,Reason
4360,Reason
4361,Emotion
4362,Control
4363,Reason
4364,Emotion
4365,Reason
4366,Emotion
4367,Reason
4368,Control
4369,Control
4370,Control
4371,Control
4372,Control
4373,Reason
4374,Emotion
4375,Reason
4376,Control
4377,Control
4378,Reason
4379,Reason
4380,Control
4381,Emotion
4382,Emotion
4383,Emotion
4384,Control
4385,Control
4386,Reason
4387,Emotion
4388,Reason
4389,Control
4390,Control
4391,Control
4392,Reason
4393,Emotion
4394,Control
4395,Emotion
4396,Control
4397,Control
4398,Emotion
4399,Reason
4400,Reason
4401,Emotion
4402,Reason
4403,Control
4404,Emotion
4405,Emotion
4406,Reason
4407,Control
4408,Control
4409,Reason
4410,Control
4411,Control
4412,Control
4413,Control
4414,Emotion
4415,Emotion
4416,Control
4417,Emotion
4418,Reason
4419,Emotion
4420,Reason
4421,Control
4422,Reason
4423,Control
4424,Control
4425,Reason
4426,Reason
4427,Emotion
4428,Control
4429,Reason
4430,Control
4431,Emotion
4432,Reason
4433,Reason
4434,Emotion
4435,Reason
4436,Reason
4437,Emotion
4438,Control
4439,Reason
4440,Reason
4441,Reason
4442,Reason
4443,Emotion
4444,Control
4445,Control
4446,Reason
4447,Emotion
4448,Reason
4449,Reason
4450,Reason
4451,Emotion
4452,Control
4453,Reason
4454,Reason
4455,Control
4456,Reason
4457,Control
4458,Reason
4459,Control
4460,Emotion
4461,Reason
4462,Emotion
4463,Control
4464,Control
4465,Reason
4466,Emotion
4467,Control
4468,Control
4469,Emotion
4470,Emotion
4471,Reason
4472,Emotion
4473,Reason
4474,Reason
4475,Reason
4476,Reason
4477,Reason
4478,Reason
4479,Control
4480,Control
4481,Emotion
4482,Control
4483,Emotion
4484,Control
4485,Control
4486,Emotion
4487,Control
4488,Control
4489,Emotion
4490,Reason
4491,Reason
4492,Reason
4493,Emotion
4494,Control
4495,Reason
4496,Emotion
4497,Emotion
4498,Control
4499,Control
4500,Control
4501,Control
4502,Reason
4503,Control
4504,Emotion
4505,Control
4506,Emotion
4507,Control
4508,Control
4509,Emotion
4510,Control
4511,Reason
4512,Reason
4513,Control
4514,Control
4515,Control
4516,Emotion
4517,Control
4518,Control
4519,Reason
4520,Control
4521,Emotion
4522,Control
4523,Control
4524,Reason
4525,Reason
4526,Reason
4527,Control
4528,Emotion
4529,Reason
4530,Emotion
4531,Emotion
4532,Emotion
4533,Emotion
4534,Emotion
4535,Emotion
4536,Control
4537,Reason
4538,Reason
4539,Emotion
4540,Emotion
4541,Reason
4542,Control
4543,Reason
4544,Emotion
4545,Control
4546,Reason
4547,Control
4548,Reason
4549,Reason
4550,Emotion
4551,Reason
4552,Reason
4553,Reason
4554,Control
4555,Reason
4556,Reason
4557,Reason
4558,Control
4559,Reason
4560,Control
4561,Control
4562,Control
4563,Emotion
4564,Emotion
4565,Control
4566,Control
4567,Reason
4568,Reason
4569,Reason
4570,Emotion
4571,Emotion
4572,Control
4573,Reason
4574,Reason
4575,Control
4576,Emotion
4577,Emotion
4578,Control
4579,Emotion
4580,Emotion
4581,Control
4582,Emotion
4583,Reason
4584,Reason
4585,Reason
4586,Reason
4587,Control
4588,Emotion
4589,Control
4590,Control
4591,Control
4592,Reason
4593,Emotion
4594,Control
4595,Reason
4596,Control
4597,Control
4598,Reason
4599,Emotion
4600,Emotion
4601,Emotion
4602,Reason
4603,Emotion
4604,Reason
4605,Control
4606,Emotion
4607,Control
4608,Emotion
4609,Emotion
4610,Emotion
4611,Reason
4612,Control
4613,Control
4614,Control
4615,Control
4616,Emotion
4617,Emotion
4618,Emotion
4619,Emotion
4620,Emotion
4621,Control
4622,Control
4623,Emotion
4624,Control
4625,Reason
4626,Reason
4627,Reason
4628,Emotion
4629,Emotion
4630,Control
4631,Reason
4632,Reason
4633,Emotion
4634,Control
4635,Reason
4636,Control
4637,Control
4638,Emotion
4639,Reason
4640,Control
4641,Control
4642,Emotion
4643,Control
4644,Reason
4645,Control
4646,Emotion
4647,Control
4648,Reason
4649,Control
4650,Control
4651,Control
4652,Emotion
4653,Control
4654,Control
4655,Emotion
4656,Control
4657,Reason
4658,Emotion
4659,Emotion
4660,Control
4661,Control
4662,Emotion
4663,Emotion
4664,Emotion
4665,Control
4666,Emotion
4667,Control
4668,Reason
4669,Reason
4670,Control
4671,Emotion
4672,Control
4673,Emotion
4674,Reason
4675,Reason
4676,Emotion
4677,Reason
4678,Control
4679,Reason
4680,Control
4681,Emotion
4682,Emotion
4683,Control
4684,Emotion
4685,Control
4686,Control
4687,Control
4688,Control
4689,Emotion
4690,Control
4691,Emotion
4692,Reason
4693,Control
4694,Reason
4695,Emotion
4696,Emotion
4697,Emotion
4698,Emotion
4699,Control
4700,Emotion
4701,Reason
4702,Emotion
4703,Control
4704,Control
4705,Reason
4706,Reason
4707,Control
4708,Emotion
4709,Reason
4710,Control
4711,Reason
4712,Control
4713,Emotion
4714,Control
4715,Emotion
4716,Emotion
4717,Emotion
4718,Emotion
4719,Emotion
4720,Control
4721,Reason
4722,Emotion
4723,Control
4724,Reason
4725,Control
4726,Emotion
4727,Reason
4728,Reason
4729,Control
4730,Emotion
4731,Emotion
4732,Reason
4733,Reason
4734,Control
4735,Control
4736,Emotion
4737,Control
4738,Emotion
4739,Emotion
4740,Emotion
4741,Control
4742,Control
4743,Reason
4744,Control
4745,Emotion
4746,Emotion
4747,Reason
4748,Control
4749,Control
4750,Emotion
4751,Reason
4752,Reason
4753,Emotion
4754,Emotion
4755,Control
4756,Reason
4757,Emotion
4758,Emotion
4759,Reason
4760,Reason
4761,Control
4762,Control
4763,Control
4764,Emotion
4765,Emotion
4766,Control
4767,Control
4768,Reason
4769,Reason
4770,Reason
4771,Emotion
4772,Emotion
4773,Control
4774,Emotion
4775,Reason
4776,Reason
4777,Reason
4778,Emotion
4779,Emotion
4780,Emotion
4781,Control
4782,Reason
4783,Control
4784,Emotion
4785,Control
4786,Reason
4787,Reason
4788,Emotion
4789,Emotion
4790,Control
4791,Emotion
4792,Reason
4793,Reason
4794,Reason
4795,Control
4796,Control
4797,Reason
4798,Emotion
4799,Emotion
4800,Control
4801,Control
4802,Control
4803,Reason
4804,Control
4805,Reason
4806,Emotion
4807,Emotion
4808,Control
4809,Emotion
4810,Control
4811,Control
4812,Reason
4813,Reason
4814,Reason
4815,Reason
4816,Control
4817,Reason
4818,Reason
4819,Emotion
4820,Emotion
4821,Emotion
4822,Reason
4823,Emotion
4824,Emotion
4825,Emotion
4826,Reason
4827,Emotion
4828,Reason
4829,Emotion
4830,Control
4831,Control
4832,Reason
4833,Emotion
4834,Emotion
4835,Control
4836,Reason
4837,Emotion
4838,Emotion
4839,Emotion
4840,Emotion
4841,Reason
4842,Emotion
4843,Reason
4844,Emotion
4845,Emotion
4846,Reason
4847,Reason
4848,Emotion
4849,Control
4850,Emotion
4851,Control
4852,Reason
4853,Reason
4854,Control
4855,Reason
4856,Reason
4857,Reason
4858,Control
4859,Emotion
4860,Emotion
4861,Control
4862,Control
4863,Reason
4864,Reason
4865,Control
4866,Emotion
4867,Reason
4868,Reason
4869,Emotion
4870,Reason
4871,Control
4872,Emotion
4873,Reason
4874,Emotion
4875,Reason
4876,Emotion
4877,Emotion
4878,Control
4879,Emotion
4880,Emotion
4881,Emotion
4882,Emotion
4883,Emotion
4884,Control
4885,Control
4886,Control
4887,Control
4888,Control
4889,Control
4890,Reason
4891,Emotion
4892,Control
4893,Control
4894,Reason
4895,Emotion
4896,Reason
4897,Emotion
4898,Control
4899,Reason
4900,Emotion
4901,Reason
4902,Control
4903,Emotion
4904,Emotion
4905,Emotion
4906,Control
4907,Control
4908,Emotion
4909,Reason
4910,Emotion
4911,Emotion
4912,Reason
4913,Reason
4914,Control
4915,Emotion
4916,Control
4917,Reason
4918,Reason
4919,Emotion
4920,Emotion
4921,Reason
4922,Emotion
4923,Emotion
4924,Reason
4925,Reason
4926,Control
4927,Reason
4928,Control
4929,Control
4930,Control
4931,Control
4932,Emotion
4933,Emotion
4934,Emotion
4935,Emotion
4936,Control
4937,Reason
4938,Emotion
4939,Emotion
4940,Reason
4941,Emotion
4942,Emotion
4943,Emotion
4944,Control
4945,Reason
4946,Emotion
4947,Control
4948,Control
4949,Reason
4950,Reason
4951,Control
4952,Emotion
4953,Control
4954,Control
4955,Reason
4956,Reason
4957,Control
4958,Emotion
4959,Reason
4960,Emotion
4961,Reason
4962,Reason
4963,Emotion
4964,Control
4965,Emotion
4966,Reason
4967,Control
4968,Control
4969,Control
4970,Reason
4971,Emotion
4972,Reason
4973,Control
4974,Reason
4975,Control
4976,Reason
4977,Emotion
4978,Reason
4979,Emotion
4980,Reason
4981,Reason
4982,Control
4983,Emotion
4984,Reason
4985,Reason
4986,Control
4987,Reason
4988,Control
4989,Reason
4990,Control
4991,Control
4992,Reason
4993,Reason
4994,Reason
4995,Reason
4996,Control
4997,Reason
4998,Reason
4999,Reason
5000,Control
